866,2921.053955,2148.100585,10.876887,0.000000,0.000000,-54.340015
866,2924.045410,2146.577636,11.523280,0.000000,0.000000,147.968383
866,2918.395507,2138.189453,10.354364,0.000000,0.000000,-126.357620
865,2919.890380,2136.759521,10.738089,0.000000,0.000000,-9.580368
865,2925.202148,2134.386230,11.878586,0.000000,0.000000,104.823760
865,2914.664062,2004.252075,9.952168,0.000000,0.000000,-89.903854
904,2915.719238,1965.155639,9.829837,0.000000,0.000000,-85.146629
866,2908.321777,2011.569946,9.892498,0.000000,0.000000,67.721794
866,2905.995361,2014.139282,9.892498,0.000000,0.000000,174.270462
865,2901.598144,1999.260009,9.952168,0.000000,0.000000,20.589008
865,2901.043457,2013.032226,9.952168,0.000000,0.000000,39.519031
866,2903.444580,2017.318725,9.892498,0.000000,0.000000,-7.679663
904,2900.548339,1999.464233,9.829837,0.000000,0.000000,-144.210937
865,2899.557617,2007.340820,9.952168,0.000000,0.000000,25.324260
866,2900.217529,2014.902465,9.892498,0.000000,0.000000,111.196022
865,2898.083984,2004.948852,9.952168,0.000000,0.000000,46.385696
866,2896.600097,2004.917968,9.892498,0.000000,0.000000,37.277748
858,2899.317382,2018.862426,9.837320,0.000000,0.000000,-86.256286
858,2895.552734,1994.836547,9.837320,0.000000,0.000000,82.608726
858,2895.296875,1996.266479,9.837320,0.000000,0.000000,169.458297
904,2892.502197,1990.612548,9.829837,0.000000,0.000000,-92.936157
904,2895.064697,2005.989257,9.829837,0.000000,0.000000,-77.576820
866,2896.430664,2020.286865,9.892498,0.000000,0.000000,-27.829212
858,2891.837890,2004.223876,9.837320,0.000000,0.000000,118.018745
904,2892.780029,2010.649780,9.829837,0.000000,0.000000,146.364334
858,2888.710205,2001.838256,9.837320,0.000000,0.000000,102.307807
865,2884.690429,1997.504150,9.952168,0.000000,0.000000,24.752954
904,2877.708984,1976.544311,9.829837,0.000000,0.000000,-116.722290
858,2875.271972,1974.480468,9.837320,0.000000,0.000000,58.811611
904,2869.998779,1978.061279,9.829837,0.000000,0.000000,-124.522834
865,2878.901855,2004.931640,9.952168,0.000000,0.000000,44.803619
858,2865.774169,1982.875366,9.837320,0.000000,0.000000,-152.879409
866,2871.324707,1998.443969,9.892498,0.000000,0.000000,-112.690185
865,2874.151123,2006.275512,9.952168,0.000000,0.000000,-135.992904
865,2868.902832,2002.715332,9.952168,0.000000,0.000000,173.105865
858,2905.565673,1960.491821,9.837320,0.000000,0.000000,-113.492218
858,2852.293212,1976.026367,9.837320,0.000000,0.000000,173.743103
904,2906.666015,1948.003662,9.829837,0.000000,0.000000,-115.228126
858,2903.830322,1945.643188,9.837320,0.000000,0.000000,60.305793
904,2855.951416,1959.476806,9.829837,0.000000,0.000000,142.475051
858,2863.946533,1946.196533,9.837320,0.000000,0.000000,163.953979
904,2855.049316,1950.850708,9.829837,0.000000,0.000000,172.644439
865,2905.907958,1951.275390,9.952168,0.000000,0.000000,-150.594192
865,2913.440429,1953.196533,9.952168,0.000000,0.000000,2.285226
865,2905.953857,1957.691406,9.952168,0.000000,0.000000,-81.883575
866,2910.316162,1957.795288,9.892498,0.000000,0.000000,156.153457
865,2899.098388,1983.309326,9.952168,0.000000,0.000000,-55.757308
865,2897.243408,1987.594360,9.952168,0.000000,0.000000,39.046604
866,2902.855712,1951.101196,9.892498,0.000000,0.000000,90.310379
865,2897.789062,1947.232299,9.952168,0.000000,0.000000,-129.126251
904,2895.879394,1915.566040,9.829837,0.000000,0.000000,33.531299
904,2899.002197,1914.349609,9.829837,0.000000,0.000000,-74.335754
858,2893.447265,1914.849853,9.837320,0.000000,0.000000,-150.912811
904,2859.605957,1919.465209,9.829837,0.000000,0.000000,-129.466827
858,2856.405761,1916.020263,9.837320,0.000000,0.000000,155.164642
858,2864.793212,1911.672851,9.837320,0.000000,0.000000,-157.812408
858,2856.194824,1914.581054,9.837320,0.000000,0.000000,98.836029
866,2896.713623,1995.602294,9.892498,0.000000,0.000000,-178.665115
858,2857.597412,1909.034423,9.837320,0.000000,0.000000,98.890960
858,2905.370605,1903.572875,9.837320,0.000000,0.000000,-131.499359
865,2890.638183,1996.529541,9.952168,0.000000,0.000000,-179.522079
858,2908.496826,1904.572998,9.837320,0.000000,0.000000,-83.399772
865,2901.922363,1916.807373,9.952168,0.000000,0.000000,151.066619
866,2898.055908,1917.471679,9.892498,0.000000,0.000000,-166.876419
865,2903.725341,1929.763305,9.952168,0.000000,0.000000,35.882442
866,2909.519042,1935.482421,9.892498,0.000000,0.000000,153.428756
865,2908.764404,1935.324951,9.952168,0.000000,0.000000,-168.139892
866,2898.756347,1936.292480,9.892498,0.000000,0.000000,161.602828
865,2899.165527,1936.632568,9.952168,0.000000,0.000000,149.078048
865,2857.151123,1949.525756,9.952168,0.000000,0.000000,94.836883
865,2909.488769,1942.506103,9.952168,0.000000,0.000000,-80.103759
866,2910.480468,1942.809082,9.892498,0.000000,0.000000,32.300792
866,2868.058349,1951.181152,9.892498,0.000000,0.000000,5.086825
